agent,task_id,workspace_exists,workspace_path,transcript_exists,transcript_path,score_present,status,grading_type
Codex,task_meeting_follow_up_email,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_meeting_follow_up_email,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_meeting_follow_up_email,True,success,hybrid
Codex,task_meeting_blog_post,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_meeting_blog_post,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_meeting_blog_post,True,success,hybrid
Codex,task_meeting_tldr,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_meeting_tldr,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_meeting_tldr,True,success,hybrid
Codex,task_meeting_searchable_index,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_meeting_searchable_index,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_meeting_searchable_index,True,success,hybrid
Codex,task_meeting_gov_speaker_summary,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_meeting_gov_speaker_summary,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_meeting_gov_speaker_summary,True,error,hybrid
Codex,task_meeting_gov_qa_extract,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_meeting_gov_qa_extract,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_meeting_gov_qa_extract,True,error,hybrid
Codex,task_meeting_gov_recommendations,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_meeting_gov_recommendations,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_meeting_gov_recommendations,True,success,hybrid
Codex,task_meeting_gov_data_sources,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_meeting_gov_data_sources,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_meeting_gov_data_sources,True,error,hybrid
Codex,task_meeting_gov_controversy,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_meeting_gov_controversy,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_meeting_gov_controversy,True,success,hybrid
Codex,task_meeting_gov_next_steps,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_meeting_gov_next_steps,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_meeting_gov_next_steps,True,success,hybrid
Codex,task_memory,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_memory,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_memory,True,success,automated
Codex,task_second_brain,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_second_brain,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_second_brain,True,success,hybrid
Codex,task_files,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_files,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_files,True,success,automated
Codex,task_workflow,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_workflow,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_workflow,True,success,hybrid
Codex,task_clawdhub,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_clawdhub,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_clawdhub,True,success,automated
Codex,task_skill_search,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_skill_search,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_skill_search,True,success,automated
Codex,task_image_gen,True,C:\pinchbench-codex\runs\codex_20260727_174711\workspaces\task_image_gen,True,C:\pinchbench-codex\runs\codex_20260727_174711\transcripts\task_image_gen,True,error,hybrid
Qwen Code,task_sanity,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_sanity,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_sanity,True,success,automated
Qwen Code,task_calendar,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_calendar,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_calendar,True,success,automated
Qwen Code,task_pdf_to_calendar,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_pdf_to_calendar,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_pdf_to_calendar,True,success,automated
Qwen Code,task_todo_list_cleanup,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_todo_list_cleanup,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_todo_list_cleanup,True,success,automated
Qwen Code,task_daily_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_daily_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_daily_summary,True,success,llm_judge
Qwen Code,task_email_triage,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_email_triage,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_email_triage,True,success,hybrid
Qwen Code,task_cron_organizer,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_cron_organizer,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_cron_organizer,True,success,automated
Qwen Code,task_subway_navigation,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_subway_navigation,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_subway_navigation,True,success,llm_judge
Qwen Code,task_stock,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_stock,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_stock,True,success,automated
Qwen Code,task_events,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_events,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_events,True,timeout,llm_judge
Qwen Code,task_market_research,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_market_research,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_market_research,True,success,hybrid
Qwen Code,task_polymarket_briefing,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_polymarket_briefing,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_polymarket_briefing,True,success,hybrid
Qwen Code,task_executive_lookup,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_executive_lookup,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_executive_lookup,True,success,automated
Qwen Code,task_deep_research,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_deep_research,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_deep_research,True,timeout,llm_judge
Qwen Code,task_competitive_research,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_competitive_research,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_competitive_research,True,timeout,llm_judge
Qwen Code,task_oss_alternative_research,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_oss_alternative_research,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_oss_alternative_research,True,timeout,llm_judge
Qwen Code,task_pricing_research,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_pricing_research,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_pricing_research,True,timeout,llm_judge
Qwen Code,task_it_procurement,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_it_procurement,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_it_procurement,True,timeout,llm_judge
Qwen Code,task_eu_regulation_research,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_eu_regulation_research,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_eu_regulation_research,True,success,llm_judge
Qwen Code,task_byok_best_practices,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_byok_best_practices,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_byok_best_practices,True,success,llm_judge
Qwen Code,task_blog,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_blog,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_blog,True,success,llm_judge
Qwen Code,task_email,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_email,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_email,True,success,llm_judge
Qwen Code,task_email_reply_drafting,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_email_reply_drafting,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_email_reply_drafting,True,success,llm_judge
Qwen Code,task_humanizer,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_humanizer,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_humanizer,True,success,llm_judge
Qwen Code,task_commit_message_writer,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_commit_message_writer,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_commit_message_writer,True,success,llm_judge
Qwen Code,task_readme_generation,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_readme_generation,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_readme_generation,True,success,llm_judge
Qwen Code,task_weather,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_weather,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_weather,True,success,automated
Qwen Code,task_shell_command_generator,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_shell_command_generator,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_shell_command_generator,True,success,automated
Qwen Code,task_multi_file_refactoring,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_multi_file_refactoring,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_multi_file_refactoring,True,success,automated
Qwen Code,task_dockerfile_optimization,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_dockerfile_optimization,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_dockerfile_optimization,True,success,automated
Qwen Code,task_playwright_e2e,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_playwright_e2e,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_playwright_e2e,True,success,hybrid
Qwen Code,task_git_rescue_recovery,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_git_rescue_recovery,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_git_rescue_recovery,False,success,automated
Qwen Code,task_cicd_pipeline_debug,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_cicd_pipeline_debug,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_cicd_pipeline_debug,True,success,automated
Qwen Code,task_test_generation,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_test_generation,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_test_generation,True,success,hybrid
Qwen Code,task_k8s_debugging,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_k8s_debugging,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_k8s_debugging,True,success,automated
Qwen Code,task_selector_fix,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_selector_fix,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_selector_fix,True,success,hybrid
Qwen Code,task_codebase_navigation,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_codebase_navigation,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_codebase_navigation,True,success,hybrid
Qwen Code,task_browser_automation,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_browser_automation,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_browser_automation,True,success,hybrid
Qwen Code,task_video_transcript_extraction,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_video_transcript_extraction,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_video_transcript_extraction,True,success,llm_judge
Qwen Code,task_iterative_code_refine,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_iterative_code_refine,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_iterative_code_refine,True,success,automated
Qwen Code,task_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_summary,True,success,llm_judge
Qwen Code,task_spreadsheet_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_spreadsheet_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_spreadsheet_summary,True,success,hybrid
Qwen Code,task_eli5_pdf_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_eli5_pdf_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_eli5_pdf_summary,True,success,llm_judge
Qwen Code,task_openclaw_comprehension,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_openclaw_comprehension,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_openclaw_comprehension,True,success,automated
Qwen Code,task_email_search,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_email_search,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_email_search,True,success,hybrid
Qwen Code,task_access_log_anomaly,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_access_log_anomaly,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_access_log_anomaly,True,success,automated
Qwen Code,task_financial_ratio_calculation,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_financial_ratio_calculation,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_financial_ratio_calculation,True,success,automated
Qwen Code,task_earnings_analysis,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_earnings_analysis,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_earnings_analysis,True,timeout,automated
Qwen Code,task_contract_analysis,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_contract_analysis,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_contract_analysis,True,success,llm_judge
Qwen Code,task_image_identification,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_image_identification,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_image_identification,True,success,automated
Qwen Code,task_cve_security_triage,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_cve_security_triage,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_cve_security_triage,True,success,hybrid
Qwen Code,task_session_chain_analysis,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_session_chain_analysis,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_session_chain_analysis,True,success,automated
Qwen Code,task_csv_stock_trend,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_stock_trend,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_stock_trend,True,success,hybrid
Qwen Code,task_csv_stock_volatility,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_stock_volatility,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_stock_volatility,True,success,hybrid
Qwen Code,task_csv_stock_best_worst,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_stock_best_worst,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_stock_best_worst,True,success,hybrid
Qwen Code,task_csv_finance_report,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_finance_report,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_finance_report,True,success,llm_judge
Qwen Code,task_csv_temp_anomalies,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_temp_anomalies,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_temp_anomalies,True,success,hybrid
Qwen Code,task_csv_temp_trend,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_temp_trend,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_temp_trend,True,success,hybrid
Qwen Code,task_csv_temp_decades,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_temp_decades,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_temp_decades,True,success,hybrid
Qwen Code,task_csv_life_exp_ranking,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_life_exp_ranking,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_life_exp_ranking,True,success,hybrid
Qwen Code,task_csv_life_exp_outliers,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_life_exp_outliers,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_life_exp_outliers,True,success,hybrid
Qwen Code,task_csv_life_exp_change,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_life_exp_change,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_life_exp_change,True,success,hybrid
Qwen Code,task_csv_gdp_ranking,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_gdp_ranking,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_gdp_ranking,True,success,hybrid
Qwen Code,task_csv_gdp_per_capita,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_gdp_per_capita,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_gdp_per_capita,True,success,hybrid
Qwen Code,task_csv_gdp_regions,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_gdp_regions,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_gdp_regions,True,success,hybrid
Qwen Code,task_csv_stations_by_elevation,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_stations_by_elevation,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_stations_by_elevation,True,success,hybrid
Qwen Code,task_csv_stations_coverage,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_stations_coverage,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_stations_coverage,True,success,hybrid
Qwen Code,task_csv_stations_filter,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_stations_filter,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_stations_filter,True,success,hybrid
Qwen Code,task_csv_iris_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_iris_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_iris_summary,True,success,hybrid
Qwen Code,task_csv_iris_classify,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_iris_classify,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_iris_classify,True,success,hybrid
Qwen Code,task_csv_iris_outliers,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_iris_outliers,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_iris_outliers,True,success,hybrid
Qwen Code,task_csv_cities_ranking,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_cities_ranking,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_cities_ranking,True,success,hybrid
Qwen Code,task_csv_cities_filter,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_cities_filter,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_cities_filter,True,success,hybrid
Qwen Code,task_csv_cities_density,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_cities_density,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_cities_density,True,success,hybrid
Qwen Code,task_csv_cities_growth,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_cities_growth,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_cities_growth,True,success,hybrid
Qwen Code,task_csv_pension_ranking,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_pension_ranking,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_pension_ranking,True,success,hybrid
Qwen Code,task_csv_pension_liability,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_pension_liability,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_pension_liability,True,success,hybrid
Qwen Code,task_csv_pension_risk,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_csv_pension_risk,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_csv_pension_risk,True,success,hybrid
Qwen Code,task_log_apache_client_issues,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_apache_client_issues,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_apache_client_issues,True,success,hybrid
Qwen Code,task_log_apache_top_errors,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_apache_top_errors,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_apache_top_errors,True,success,hybrid
Qwen Code,task_log_apache_error_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_apache_error_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_apache_error_summary,True,success,hybrid
Qwen Code,task_log_apache_critical,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_apache_critical,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_apache_critical,True,success,hybrid
Qwen Code,task_log_apache_timeline,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_apache_timeline,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_apache_timeline,True,success,hybrid
Qwen Code,task_log_syslog_boot,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_syslog_boot,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_syslog_boot,True,success,hybrid
Qwen Code,task_log_nginx_status_codes,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_nginx_status_codes,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_nginx_status_codes,True,success,hybrid
Qwen Code,task_log_nginx_traffic,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_nginx_traffic,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_nginx_traffic,True,success,hybrid
Qwen Code,task_log_nginx_slow_requests,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_nginx_slow_requests,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_nginx_slow_requests,True,success,hybrid
Qwen Code,task_log_nginx_user_agents,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_nginx_user_agents,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_nginx_user_agents,True,success,hybrid
Qwen Code,task_log_nginx_errors,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_nginx_errors,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_nginx_errors,True,success,hybrid
Qwen Code,task_log_ssh_failed_logins,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_ssh_failed_logins,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_ssh_failed_logins,True,success,hybrid
Qwen Code,task_log_ssh_brute_force,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_ssh_brute_force,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_ssh_brute_force,True,success,hybrid
Qwen Code,task_log_ssh_successful,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_ssh_successful,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_ssh_successful,True,success,hybrid
Qwen Code,task_log_ssh_user_activity,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_ssh_user_activity,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_ssh_user_activity,True,success,hybrid
Qwen Code,task_log_ssh_unusual_times,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_ssh_unusual_times,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_ssh_unusual_times,True,success,hybrid
Qwen Code,task_log_hdfs_failures,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_hdfs_failures,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_hdfs_failures,True,success,hybrid
Qwen Code,task_log_hdfs_connections,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_hdfs_connections,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_hdfs_connections,True,success,hybrid
Qwen Code,task_log_hdfs_slow_ops,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_hdfs_slow_ops,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_hdfs_slow_ops,True,success,hybrid
Qwen Code,task_log_hdfs_block_ops,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_hdfs_block_ops,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_hdfs_block_ops,True,success,hybrid
